"id","connectiondetails","description","dshashcode","name","organization","salt","type","category","activetime","lastmodifiedby","lastmodifieddate","alias"
"1","{\"password\":\"@datasourcepass\",\"datasource\":\"\",\"userName\":\"@datasourceuser\",\"url\":\"@datasourceurl/essedummaster_data\"}","Local data for setup","e07111d6404e23b45cc04e28571f1522cbae5d4e1bdb186f5e27f51c1c6a2210","Essedum","Core","Ezbi2vPdimLgnKescPGOqwC6ty21mG5/87UeS0ED2z5e4w7EATA8301fnfPoEvJTt9D+Hex8e+U1smE6hhnhEQ==","MYSQL","SQL","NULL","NULL","NULL","Essedum"
"14","{\"password\":\"@datasourcepass\",\"datasource\":\"\",\"userName\":\"@datasourceuser\",\"url\":\"@datasourceurl/essedummaster\"}","NULL","6c49b6ecb3e376b7154289a6e0afc2c79d211ec1b5235138efd50f65bfe01e87","TWBCore","Core","ua0ntpE9W3eyZ2VgudUse0POOd6fsRIX7lvdxA6eg3ALVPaMeWyjPbVzVE+Uv8xv2R/pFexbPFKFe1Ha7gwcKQ==","MYSQL","SQL","NULL","admin","2021-04-15 07:39:50.745154","TWBCore"
