"connectiondetails","description","dshashcode","name","organization","salt","type","category","activetime","lastmodifiedby","lastmodifieddate","alias"
"{\"password\":\"\",\"userName\":\"\",\"url\":\"\"}","","NULL","LEOAPM_M13418","leo1311","Rjf9dPMfD1u1vDRQIkUiburzz4qd/7SeskYZlvGR8gcsJs6INVj7T8sXJYAGte4D5zEg4TiW4TVCEN+QwCeJBw==","MSSQL","SQL","NULL","admin","2021-04-09T07:03:17.706035","APM_mssql"


