"connectiondetails","description","dshashcode","name","organization","salt","type","category","activetime","lastmodifiedby","lastmodifieddate","alias"
"{\"NoProxy\":\"true\",\"ConnectionType\":\"ApiRequest\",\"testDataset\":{\"name\":\"\",\"attributes\":{\"RequestMethod\":\"GET\",\"Headers\":\"\",\"QueryParams\":\"\",\"Body\":\"\",\"Endpoint\":\"\"}},\"AuthDetails\":{\"password\":\"\",\"authToken\":\"\",\"authParams\":{\"scope\":\"\",\"client_id\":\"\",\"client_secret\":\"\"}},\"AuthType\":\"NoAuth\",\"Url\":\"https://infyapm.tools.infosysapps.com/\"}","","c67601214989344d30db67c93cc254046703fb905c1889f57e22c56e0a27af08","APMDT_DT34583","leo1311","NULL","DYNATRACE","REST","NULL","admin","2021-09-29T04:14:30","DT_Datasource"
